 We ate there several times and never had a bad meal or poor service .																											
" We could not have been more pleased with the service, location, as well as the room and its view ."																											
" We did not eat at the hotel restaurant, we chose to eat at the IHOP around the corner for breakfast and it was good food and service, and they are open 24 hours ."																											
 We did not use this service but thought it was nice that it was available if needed .																											
 We didnt use the parking or the gym or the pool and they have technology to remember the guests name when you call the concierge or the guest service they will address you by name .																											
 We dined as a party of 4 and were still hit with this and then the waitress failed to hand over $10 of change taking this as an additional service charge .																											
 We don't use the concierge services or any of the other services unless there is a problem .																											
 We enjoyed the breakfast although the other evening food service was a bit skimpy .																											
" We had a tiny hiccup at first, , our room wasn't getting very cool despite putting the thermostat to 60F so I contacted guest services and they sent an engineer straightaway while we were sightseeing for the day ."																											
" We had breakfast included with our hotel package and the buffet was very good and the service at Geneva was top notch, but I would never pay $26 for it ."																											
" We had room service the night we arrived, and it was good quality, and arrived quickly ."																											
 we had to go up a floor and into a service area to find ice .																											
 We hired a babysitter through a great nanny service .																											
 We ordered room service for breakfast and were not disappointed .																											
 We ordered room service for late night ice cream and fruit and also breakfast and it was prompt and very excellent food .																											
" We passed a number of banks on the way up and also a large post office offering currency etc which should give better rates than the hotels in, house money changing service ."																											
" We spent last weekend at the Swissotel and were delighted with the service, the views and the amenities ."																											
 We travel extensively and I can tell you that the scenario in Chicago could have been avoided had the manager taken any amount of time to use some form of customer service .																											
 We used room service one night and it was excellent .																											
 We were on the 20th floor   very happy with the rooms   the service .																											
 We were overcharged by $27 on a couple club sandwiches and drinks we ordered from room service .																											
 We were very pleased with the hotel and with the service .																											
" We were very pleased with the room, and the staff was all very nice and helpful, including the concierge service ."																											
" When we finally found the church later, the service times she had given us were wrong, too ."																											
" When you do find the ice, it is in a service area often cluttered with maid carts ."																											
 While our lakeview room was spectacular   I was very disappointed with the room and the service at this hotel .																											
" While the rooms are quite nice, I was dismayed by the snotty service I received at the Swissotel in Chicago ."																											
" While we were making these arrangements, the valet secured a shuttle service to get us to the airport on time ."																											
" Why is it that a $69 motel serves free breakfasts, turns on the TV when you push power on the remote and has free internet service ."																											
 WORST BW we've ever stayed in as far as service goes .																											
 You can get better customer service elsewhere for much less .																											
" You'll pay hotel prices for breakfast, but the price was on par or slightly below breakfasts that we've had via room service at other hotels ."																											
", but after I called room service it was promptly fixed ."																											
", followed shortly thereafter by a knock and a housekeeper telling us our sign wasn't out  the hotel's extremely limited cable service    our housekeeper didn't refill replace our shampoo or shower gel our entire stay, nor did she empty all of our trash bins at any one time  our room service on two occasions brought us cold soggy, , and very late, , food  the lobby bar closes at 9 p ."																											
", provide service like high end hotels ."																											
", We booked our room through an internet service and was lodged in an executive room that included all the aminities expected in a 5, star hotel !"																											
", we walked everywhere including up the hill to Coit Tower   then walked down just in time to attend 1300 service @ St ."																											
", with the tray charge, service charge and taxes making up the bulk of it ."																											
00 through an online hotel booking service .																											
"3 We had an Executive Room which granted us access to the 42nd floor Executive Lounge with day, round complimentary beverage service   and pastries, and free Internet Access ."																											
"30 and they said we needed a voucher and mentioned nothing of room service, we did get the voucher and enjoyed a very good breakfast buffet in their 2nd restaurant, not the Palm like we were toldWhen we were checking out we asked why we got charged for the pool when it states the package comes with it and it says in their books in the room that its free ."																											
"30am, service finished at 11am, there was a queue for the toasters and the cooked breakfast was uninspiring ,  the ingredients seemed poor quality ."																											
"4 The restaurant and bar service on the ground floor was OK, but during our stay, the lobby was always really full of other guests ."																											
6 Make sure to sign up for the Club Swiss Gold bonus program before your stay for better front desk service and it will strengthen your chances of a free upgrade .																											
"Additionally, one other problem was that room service was very very inefficient ,  requesting a menu to be brought to the room took 45 minutes and the guy actually had the audacity to suggest he read it to me over the phone instead of sending one up, after I had to call three times ."																											
"Amenities ,  While this hotel isn't a luxury property, they have some nice touches like marble bathrooms, mini bar, room service and an evening wine reception every day   ."																											
and the service was just ok too .																											
As I checked out I expressed my disappointment there were no biscottis and transportation service and the check out clerk tells me they do have the service and I needed to make an appointment .																											
Basic clean lodging service lacking .																											
"Beautiful Hotel ,  Service Slightly Lacking ."																											
"Beautiful view and bathroom, , , , terrible service and overall management ."																											
Breakfast perfect and service really good .																											
but be prepared for some poor service quality .																											
But those who put an emphasis on service quality should avoid this hotel .																											
"Close to everything ,  underground eating, Michigan avenue shops ,  walking or short cabNegatives,  Room service expensive ,  ridiculously expensiveParking expensive ,  $52 per dayFitness center cost $15 per day"																											
com $200 per night but wish we had stayed with the hilton group for our stay in chicago s they seem to be more reasonably priced and more customer service based .																											
com and their 'top secret hotels' service .																											
Concierge service was fine when we needed our boarding pass printed .																											
Convenient location Great Concierge service .																											
"Convenient location not 4, star room and services but OK ."																											
"Courteous, responsive service and a great location !"																											
"Don't use the restaurant or room service, there's plenty of places to eat outside the hotel, there's a mini Tesco for groceries, a larger grocery store   plenty of internet cafe's, a Paul's Boulangerie right by the tube, great fro a quick breakfast, the Gloucester Road tube stop is a 3 minute walk, plenty of busses to High Street fabulous shopping !"																											
excellent Hotel fantastic service unforgettable experiance !																											
Excellent location and service .																											
Excellent location service cleanliness and price at the Holiday Inn Kensington Forum .																											
Excellent location shame about the service !																											
"Excellent Service ,  Great Location"																											
Excellent service great location good value																											
"Exceptionally poor ,  and surprising ,  service ."																											
																											
"For a similarly good location  , you can stay at the London Hilton Metropole for the same price and receive much better service ."																											
Good Location Horrible Service Disgusting Procedures .																											
Good Location New Room Bad Service  .																											
Good room poor service all round .																											
great breakfast great view and great service .																											
Great location indifferent service .																											
Great location service and beer .																											
Great location service and value !																											
Great location service questionable .																											
great rooms fantastic location and great service !																											
Great service and perfect location !																											
Great stay excellent housekeeping service .																											
Great stay friendly service great location .																											
Great value and service for the price !																											
"Housekeeping service was very inadequate, though ."																											
"I did not take advantage of the concierge service, but I saw many people were receiving great service from them ."																											
"I had a great experience here from the quality of the lobby, to the quality of the room, to the view, to the room service, to the food ."																											
"I liked this hotel, Nice big room and very good customer service ."																											
I planned a weekend getaway and thought because of the location and Hotel chain we would receive good service .																											
I send an email about the voucher to Swissotel customer service when I returned home and did not receive a response .																											
I was very disappointed with the service from this huge hotel .																											
"I wish that the hotel had better service, however ."																											
I would stay here again because in London it really is a value for the service and quality of room .																											
i'am 40 years old and its very disheartening that people have lost their pride of service and doing a good job .																											
"If without transport, the Swissotel is regularly serviced by the Continental Airport Express shuttle ."																											
If you use wake up call service .																											
"If you're looking for a comfortable, clean hotel with a mid, range level of service and easy access, then this hotel would serve you well ."																											
"If you're looking for a full, service experience, this is still not the hotel for you ."																											
In accordance with the Tuscan Inn’s Italian style theme a coffee tea biscotti service was open from 6am till 9am in the mornings .																											
"In addition, they advertise Limousine service to the financial district but when I inquired they announce they had stopped the service and I would need to take mass transportation ."																											
"In London its often hard to find good location and good customer service in the same place ,  The Holiday Inn Kensington Forum did that for me and I couldn't ask for more ."																											
Large rooms and excellent service .																											
nette Lage aber durchschnittlicher Service !																											
Nice location TERRIBLE service .																											
Nice place but service could be better																											
"not customer, oriented hotelvery low service levelboor reception"																											
"Not too happy with the service from frontdesk, concierge and housekeeping ."																											
On my last day I used the concierge service to arrange a cab for me .																											
"Ordered breakfast through room service, which was great and on, time ."																											
"Overall, the hotel is a comfortable business hotel, but could stand to improve its service ."																											
"Phenominal Service, great room, great location ,  couldn't have asked for more ."																											
Poor serviceNot friendly assistance .																											
"ROOM and SERVICE ,  our room was obviously not one of the renovated ones ."																											
Room service at the hotel is limited :																											
"Room service is expensive but good, the food was delivered hot and was tasty but was chosen from the current uninspired Holiday Inn room service menu, when I ordered a £6 ."																											
seems service just isn't the way it used to be .																											
"Service is excellent, the personnel strive to make you feel better ."																											
"Service was a joke , ,  the  evening concierge  doubled as the day doorman and was not very knowledgeable about anything , ,  honestly, the last thing I want to hear when I ask about cool pubs to go to is  why don't you go to the bar in the hotel ?"																											
"service was extra good, very friendly and there is a great cafe across the street   which has the best breakfast in the world ."																											
"Service was friendly, our room was on the highest floor  , but that wasn't a problem because of the lifts, and we had a great view of the city from the room ."																											
"SERVICEEveryone was efficient, no big lines for check, in or check, out ."																											
So to sum up if your looking for somewhere to lay your head after a long day then this is the place for you if your looking for something a bit special with good customer service avoid this place like the plague																											
"Staff were mostly ethnic origin, presenting a couple of communication problems at check in   room service was slow and fairly bland   and we noticed a lack of acknowledgement by any staff as we walked around the premises, again unusual for such a high profile company ."																											
Stayed in room 516 right at the end of the corridor was next to a services room from which there was a constant generator   fan noise .																											
"Swissotel offered all the services extras I like , ,  lots of cabs, in, hotel bar, great views, room service, etc ."																											
the atmosphere is such that they are always right and that a customer is doing them a service by staying at the hotel .																											
"The concierge can give discounts for booking city tours and for some restaurants, although we tried Neptune's which was recommended to us and felt it was overpriced for the service and quality ."																											
"The Holiday Inn Kensington Forum is fine if you like large, impersonal hotels with mediocre service, overcrowded breakfast rooms and don't mind tired decor ."																											
"The hotel is conveniently located to the shopping centre across the road, and we made use of this to purchase our breakfast requirements, as we had not had great service from the adjoining cafe Pescatore for our evening meal and thought we would do our own thing each morning ."																											
"The hotel makes a big thing of the coffee bisc service in the morning,and this is quite nice ."																											
The hotel room was average although the service was good .																											
"the hotel was great, the service was wonderful and room service was quick ."																											
"The room was quiet, clean, the bed and pillows were comfortable, and the service was adequate ."																											
The rooms were a decent size for a city hotel and were very clean and well serviced .																											
The rooms were spotlessly clean and serviced each day .																											
The service in the hotel was really good .																											
"the service staff always left our rooms clean, and even arranged my girlfreinds jewelry for her, untangling her necklaces and earrings from each other, and leaving them evenly placed on the bureau !"																											
"The staff at the front desk could not have been more helpful and whilst we did not avail his services, the concierge always seemed to be busy with guests giving info and advice ."																											
"The valet parking was overpriced, the service was terrible, and the coffe was cold ."																											
There are no bottle openers or cork screws in the room so ask room service for them if you need them .																											
"There is simply not the service, oriented feeling one is used to in this hotel group ."																											
This hotel is located in an excellent area of London and is just around the corner from Gloucester St tube station which has excellent service to all the tourist sites .																											
"Tuscan Inn has it all, exellant location,very close to public transport, very clean, impeccable, friendly service and a supermarket opposite ."																											
"Valet service is a joke,  takes forever to get the car, and then they stand right next to you until you tip them ."																											
"Very clean room, great location, wonderful service and dog friendly ."																											
"very good hotel ,  great location, concierge extremely helpful, decor is nice and the maid service was excellent   ."																											
"We are low maintenance so we didn't have to request service much, but when we did it was fine ."																											
"We found a great breakfast place just around the corner in Taylor St, called Darren's Cafe, good prices with excellant food and service ."																											
We found the front desk service unfriendly and indifferent .																											
We found the service to be fine for our needs .																											
We had a discussion on the plane that it was such a shame that customer service was gone in so many companies these days .																											
"We had one evening meal in the ground floor restaurant, well cooked again, but the service was very slow ."																											
"We have stayed at The Tuscan Inn on our last 3 trips to San Francisco, and I really can't fault the service ."																											
"We took a private car service from airport to hotel, and it cost 55 pounds ."																											
We were disappointed that the internet service was not free .																											
"Well, located and good service ."																											
What brings down my rating for the hotel is their service .																											
"When we wanted to watch a pay per view movie, was informed by reception there was a problem ,  it later transpired that we had been given an Aircrew room, where there is no mini, bar, pay per view movies turned off at reception, no menu's or room service available ."																											
"While the Swissotel may not have the super high end service and ammenities   that some of the top tier hotels have, it is a very nice hotel that I would have no problems recommending to anyone ."																											
"Will store your luggage in separate room on your check out day if you have late flight, want to spend more time,Oldest Italian restaurant in the country w in walking distance, back east service, integrity, etc ."																											
 All staff members are very courteous and go the extra mile in meeting your needs during your stay .																											
 All the staff at the hotel were the epitomy of politeness and professionalism .																											
" All the staff we encountered, from doorman to desk lady who checked us in, to check out, was professional and courteous ."																											
" And all of the the staff were very professional, courteous and friendly ."																											
" And due to the lack of a sign, you cannot indicate to the cleaning staff early in the day that the room is ready ."																											
" At check, in, the front desk staff member wasn't overly friendly, but certainly wasn't rude ."																											
" At checkin, the staff never made eye contact and only went through the motions ."																											
 Bell staff was attentive and available .																											
 But the staff treat you like royalty .																											
" Check, in and check, out were a breeze  , and the staff was just fine ."																											
 Checkin was very swift and friendly staff explained everything very good .																											
 Despite that we enjoyed our mini trip and loved the staff .																											
" Each time I waited at the counter for staff   for several minutes and then was waved to the desk upon my turn with no hello or anything, or apology for waiting in line ."																											
" Efficient &amp  polite staff, exceptionally clean room ."																											
" Everything there was in great shape, and all the staff were wonderful ."																											
" Everything was wonderful, including the staff and service ."																											
" Extremely helpful staff, a very quiet, clean and safe property ."																											
 FIrst at check in the desk staff individuals were a bit rude and almost seemed to be looking down at people who are not business travelers .																											
 First of all the staff was very gracious and it is in a great location .																											
" From checking to checking out, I loved the room and the staff ."																											
" From the beautiful lobby, to the freindly staff, to the spacious room, we were impressed ."																											
" From the moment we checked in, the staff was courteous and meet every need, including arranging for a crib for our daughter and making sure it was safely set up before leaving our room ."																											
 Front desk staff was not pleasant at all and did not bother to satisfy our room preferences .																											
 Front desk staff were not super easy to work with but it wasn't too bad .																											
" Gorgeous hotel, great staff, fun bar lounge area and we were most impressed with the room ."																											
" Got Swissotel for a very good price, but was a little anxious since some of the reviews on this site complained of slow elevator service, unhelpful staff, etc ."																											
" Great hotel, wonderful and friendly staff, great location, fantastic view ."																											
" Great staff , we needed extra towels one morning and someone arrived within 5 minutes ."																											
" I agree with other reviewers who found the staff to be efficient, but not terribly personable ."																											
 I always tip housekeeping and the staff never disappointed .																											
" I cannot comment on room services, however the staff in the front desk were professional and helpful ."																											
" I compliment the hotel staff on their professionalism, their friendliness and their attention to detail ."																											
" I did not find the service staff to be above average in any way, with the exception of the lovely concierge ."																											
" I guess the thing that bothers me most is that from the lobby decor and staff attitudes, this hotel is trying to be very snooty but then you go to your room and it is a piece of junk !"																											
" I really did not have to deal with the staff too much, we asked for extra pillows and towels and they were brought right away, and check, in was easy ."																											
" I thought that the concierge staff was OK, certainly not too pleasant, but adequate ."																											
" I was concerned that the hotel staff would not be KID friendly, but they were all great !"																											
" If you walk in feeling entitled with your nose up in the air like they owe you something, then I daresay you might find something to squawk about, but the hotel staff I encountered doesn’t sound anything like the staff some reviewers have mentioned ."																											
" Instead we were offered a rude and incompetant staff, amateur and slow valet, over, priced internet, garage and fitness room access charges and an inept business office ."																											
 It's a block away from the Hyatt which I have also stayed at and isn't as nice as the Swissotel but at least its better staffed .																											
" My biggest complaint is I got used to the Fairmont's treatment, the staff is very well trained to meet your every need and are over accomodating ."																											
" My father and I were in town for four days from Los Angeles to catch a game at Wrigley Stadium, and the front desk and bar staff were all very friendly and accommodating, providing recommendations to us about the attractions, and transportation services ."																											
 My husband took the car to the garage and the hotel staff picked him up .																											
" Nice comfortable furniture, a fireplace and very attentive wait staff ."																											
" no more bathrobes in corner rooms suites  coffee service in room is parred way down  the buffet offered in the cafe is not as bountiful, although the cafe staff is inpeccable and extremely gracious and will bring you what you wish  check in staff not at all eager to upgrade you, even though you may be a frequent visitor ."																											
" No problem with check, in or out, and the staff was most accomodating ."																											
" Now on the side of the service andstaff, there is a real &quot snobbish&quot  attitude that isprobably related to the fact that the Swedish, Germanprogeny of Europe work at the hotel, except as luggagehandlers, toilet cleaners and car parkers ."																											
 Of course I called downstairs and was put on endless hold due to them not being staffed sufficiently .																											
 Our whole stay it felt like the staff went out of their way to make sure we had the best visit possible .																											
" Overall would stay elsewhrere downtown to many other properties who offer nicer staff assistance, quality for the price ."																											
" Positive ,  Great room, comfortable bedVery friendly staff, help you in any way they canInternet was $9 ."																											
" potential, but is probably in need of a renovation and some intense customer service training for its staff ."																											
" Previous reviewers complained of poor attitudes from the staff, But we found this to be very much the opposite ."																											
" Room 1619 was a very nice room, had a great view, beds were soft and very nice to sleep in, TV was very nice, show was very nice, staff was awesome saw to every need I inquired about ."																											
 Room service was good and the staff extremely friendly .																											
 Service was great as I was greeted immediately by bellstaff from my taxi and the desk person greeted me with a great smile .																											
 Some nice extras and the staff was very professional and most helpful .																											
" Some of the concierge staff were abit chilly at times, but the housekeeping service staff were extremely friendly and cheerful ."																											
" Staff seemed efficient though not overly friendly, no good morning, etc ."																											
" Staff very friendly, they even found me out were i can get Timerland shoes ."																											
 Staff was very accomodating .																											
" Staff were very helpful ,  when there was a problem with the bill it was immediately cleared up, with no arguing or hassle ."																											
" stayed at swissotel for 5 nights ,  just myself and two children   all the staff could not have been more welcoming, the room service was prompt and efficient and not overly expensive ."																											
" Swissotel Chicago is good hotel, very nice, very helpful and nice staff ."																											
 Swissotel has a famous restaurant inside it and the staff in there are charming and attentive .																											
" The actual hotel and rooms were very nice with amazing views, the staff was extremely rude ."																											
 The bartender and staff were the only bright spots in the lackluster weekend .																											
 The bed was comfortable  the room was clean  the view was fantastic  and the staff was both helpful and friendly .																											
 The bell staff was happy to hold my bags till I returned .																											
 The bellhop staff were not very resourceful .																											
 The check in was easy and the staff at the desk was courteous .																											
 The cleaning staff was superb and everything was accessible .																											
 The concierge   staff was helpful and steered us in the direction of a great restaurant we could walk to .																											
" The front desk staff can be clueless about this stuff, too, just handing you attitude if you complain ."																											
 The front desk staff was friendly as well .																											
" The front desk staff was not mean, but not very informative either ."																											
 The front desk staff were friendly and relatively efficient but utterly lacked any warmth   .																											
 The hotel staff tend to be aware of the tourist traps since they are close by .																											
 The hotel staff was not helpful at all .																											
" The hotel staff was very courteous and helpful, switching our room to one with 2 double beds from a king, even suggesting local restaurants to eat at just a short walk away ."																											
" The Hotel staff were professional, but the fornt desk was somewhat slow at check in ."																											
" The hotel was a bit busy during this weekend, but the staff did a great job of helping me with whatever I needed ."																											
" The hotel was beautiful, clean, and the staff was wonderful ."																											
 The location of the hotel is also good and the staff seemed friendly .																											
" The rest of the staff are slow, and unresponisive ."																											
" The room was clean, our beds   were comfortble, and the staff was friendly and helpful ,  everyone from the bellmen to the concierge to the business, center staff ."																											
" The rooms are large and well, appointed  , the staff was very professional and friendly, and the view was striking !"																											
" The rooms were great, the staff was excellent ."																											
" The several staff folks with whom I interacted were all lovely, including day &amp  night front desk, concierge, doorman, bartenders and restaurant servers ."																											
 The staff at Swissotel were not particularly nice .																											
 The staff at the front desk were very helpful and friendly and couldn't have done more for us .																											
" The staff at the hotel did not seem too overly helpful, but the staff at the Palms was absolutely excellent, as was the late, night dinner we had there on our arrival night ."																											
 The staff from front desk to concierge to housekeeping could not have been more professional and obliging .																											
 The staff have impeccable manners !																											
 The staff here was incredible .																											
 The staff is always cheerful and helpful upon arrival and during my stay .																											
 The staff is friendly and knowledgeable about the town and will go out of your way to be helpful .																											
 The staff is more than accomadating and will take care of any need you might have .																											
 The staff is not helpful and sometimes hardly able to understand even a simple English sentence .																											
 The staff is quite accommodating .																											
 The staff is very pleasant and are truly an international group .																											
 The staff removed it immediately without problem and with a smile .																											
 The staff up there does tend to treat guests like recent parolees who might be about to commit new crimes or somehow misbehave .																											
" The staff was absolutely excellent = full service, from front desk, to health club attendants, to business center personnel ."																											
" The staff was courteous, professional and efficient  the room very pleasant, and the location great !"																											
 The staff was great and put us on the 30th floor with a view of the lake .																											
 The staff was so polite and catered to our every need .																											
 The staff was terrific both with my room and with the business aspects of our event .																											
 The staff was unbelievably friendly and efficient .																											
" The staff was very accommodating, which you'd expect in a 4, star hotel ."																											
" The staff was wonderful, our room was very comfortable with an amazing view of the Chicago River and Michigan Ave, Room service was superb   ."																											
 The staff who answered the phone was happy to hang around so that he could complete his business .																											
" The views were amazing, the rooms were comfortable and the staff was always helpful whenever I had a question ."																											
 The waite staff was annoying :																											
" The worst were the clorox, like smell on that floor and the level of service provided by the staff ."																											
 The young lady that checked us in was very pleasant and I was very appreciative of the articulate directions given to us by one of the staff members .																											
" They brought up an extra robe for our child upon request and when the ice machine was broke on the surrounding floors around us, the hotel staff went and got our ice for us !"																											
" They treated us like royalty, the staff assisted us with information on some wonderful resturants and after hours entertainment ."																											
" Very classy entrance, nice staff ."																											
" Very close to everything, or the front staff will hail a cab for you ."																											
 Very nice hotel with well trained staff .																											
 We appreciated the elegant service and manner of the staff .																											
 We found plenty a nice restaurants that were recomended by the &quot natives&quot  as they call themselves rather than hotel staff .																											
 We found the desk staff to be very friendly .																											
" we had such a memorable time in Chicago, and i would like to thank the staff of the Swissotel for making it such ."																											
" We stayed here April 22, 25 and loved everything about the hotel, the staff, and our room ."																											
" We were a little nervous after reading some of the reviews regarding the attitude of the staff, especially since we booked the room through a discount site ."																											
 We were in Chicago for a concert and the staff were extremely helpful in providing various travel options for us to get to the venue .																											
" Where other hotel staff have sometimes acted &quot put out&quot  for being asked to board our luggage after checkout while we amused ourselves until flight time, Swissotel staff were charming and kind about taking it off our hands ."																											
 While we were there I would have to say I saw one or two people guests who were less than polite to the hotel staff .																											
 Why is the cleaning staff telling us they are out of coffee for the rooms ?																											
" would be satisfactory for security, and a slight air of detachment by the staff ."																											
" You come to a place like Trip Advisor and it’s so, so hard to tell fact from fiction or even to tell whether or not someone was having a bad day when they arrived or left or whether or not a guest was rude him herself and thus caused the hotel staff to be standoffish or what ."																											
", staff very slow to offer coffee &amp  clear tables, and the cream on our table was off so had to ask for replacement, but in a nice tranquil setting with a good selection of fruits, cereals, pastries ."																											
"Back in the room, the cleaning staff never made it there before 4pm in the afternoon, not very exciting when you have to spend a rainy weekend in the windy city !"																											
Beautiful Room Exceptional Staff .																											
Great location great staff great everything !																											
Great rooms staff and location but extras overpriced .																											
Hotel is staff is courteous on the most part .																											
I was very impressed with this hotel and its staff .																											
My only criticism would be that perhaps due to the size of the building and it was busy that staff appeared a bit impersonal .																											
"Staff are welcoming, room was spacious, spotless, and quality ."																											
"Staff not very helpful or friendlyOverall, a so, so experience  will not stay there again ."																											
Staff was courteous without being &quot over the top&quot  and was responsive to all requests .																											
STAFFHas that midwestern charm .																											
Thanks to the management and staff for our fabulous weekend .																											
"The clientele seemed upscale, the staff was friendly and I slept so soundly every night ,  I have absolutely nothing to complain about ."																											
"the hotel is very clean, well presented and the staff were quick and efficient ."																											
The hotel seemed understaffed at the front desk as there was only one agent when I checked in .																											
"the service staff always left our rooms clean, and even arranged my girlfreinds jewelry for her, untangling her necklaces and earrings from each other, and leaving them evenly placed on the bureau !"																											
"The staff at the hotel is efficient although they didn’t distinguish themselves from other higher, end hotels ."																											
"The staff is friendly enough and check in, check out went smoothly without incident ."																											
the staff is very professional and friendly and they go out of their way to make your stay comfortable .																											
 A staff member must have gone in right after we checked out .																											
 a staff member named Mark actually snapped at me at the wine tasting when I tried to find out what kind of wine was being offered .																											
" a superb hotel with staff so helpful efficient, the food at the pescadora restaurant is a must, and to be quite honest better than most of the other places we ate at on the wharf whilst there, one of which being quoted to being the best , ."																											
 A very cheerful staff and prompt service .																											
" All the staff go the extra mile to assist in anyway they can and the staff of the ajoining Cafe Pescatore are just as welcoming, with great service and the food is excellent ."																											
" All the staff was excellent, but the concereige, Clay, really went above and beyond to help us find our way around San Fransisco ."																											
 all the staff we encountered were super friendly and the hotel location is great .																											
 Also on my third day I came back from a long day sightseeing and stopped at the front desk to ask for milk and sugar to be sent up to the room as we wanted to have a coffee after our long day at which I was told to go into the restaurant and ask the waiting staff myself and take it up to my room myself !																											
" Also, the hotel staff was very helpful and considerate ."																											
" Also, the staff   Chief Chief Concierge are very friendly   knowledgable ."																											
" but its nice and clean and the staff was really nice, and its located 2 blocks from the warfh"																											
 But the thing that impressed us the most was the overall friendliness and helpfulness of the entire staff .																											
" Checking in was easy, with very friendly, helpful front desk staff ."																											
" Checkout early Wednesday morning took about 2 minutes to complete, no complaints with the staff ."																											
" Comfortable bed, staff was excellent ."																											
 Especially the housekeeping staff .																											
 Every hotel should have the staff that is here at the Best western Tuscan inn .																											
																											
" Everything was clean, good staff ."																											
 Excellent staff and service and the adjoining Italian restaurant was superb .																											
 Found the staff helpful especially the lady concierge who supplied maps and bus routes for Lincoln Park .																											
 From start to finish the staff did not put a foot wrong .																											
 From the time we arrived we were made to feel most welcome by all staff .																											
" From the time we walked into the lobby until the time we checked out the stafff was always very hellpful and the room was very nice, clean, and quiet ."																											
 Front desk staff even took the time to call a restaurant at pier 39 to inquire about the dress code for me even though they had a couple of people also waiting to ask questions or to check in .																											
 Front desk staff were always pleasant .																											
 Great restaurant with a friendly staff .																											
" Great room, friendly staff, superb location ,  just a couple of blocks away from the hustle and bustle of Fisherman's Wharf and 2 minutes from the cable car turnaround that takes you straight to Union Square ."																											
 He was one of the better concierge staff I've encountered at a hotel .																											
 Helpful staff and safe surrounds .																											
" Hotel is nice and clean, in a very convenient location, and the staff is friendly and helpful ."																											
 Hotel staff was polite and helpful .																											
 Hotel was comfortable and all the staff helpful and polite .																											
" Hotel was Very nicely furnished, staff was Very helpful ."																											
" HOWEVER, the front desk staff is always more than willing to jump in with helpful advice and recommendations ."																											
" However, the Tuscan Inn has the best of all worlds,  great location, all the amenities, excellent staff, nice restaurant adjoining, and very reasonable prices ."																											
" I can only think that some of the staff are very good and some equally bad, since our experience was a very positive one ."																											
 I could excuse this if staff was friendly but I left there dissapointed .																											
 I found the concierge and front desk staff to be helpful and the housekeepers to be quite good .																											
 I found the staff to be helpful when required but unobtrusive otherwise .																											
" I happened to go up to our room when the housekeeping staff was out in force ,  every single woman I passed said hello to me !"																											
 I have to say I see everyone that reviews this hotel compliments the front desk staff I actually found from the second day on that they were most unhelpful and actually quite rude !																											
 I really didn't get a chance to experience the staff's level of service but the rooms are small as is the bathroom .																											
 I was very delighted with the pleasant and professional hotel staff all the way from the doormen to the desk clerks .																											
" I will say that the beds were comfortable and select staff were friendly, but definitely not enough incentive to try my luck again at this hotel ."																											
" I'd highly recommend the Tuscan Inn based on location, cheerfulness of staff, aesthetics in the room and general overall service ."																											
" If you are looking for an inexpensive hotel to stay at where the staff will make your tour of their city a good experience, this is it ."																											
" It has a good look, nice sitting area in the lobby, wine hour every night, friendly and helpful staff ."																											
" It has some charms in decor, and all staff gave very good service to us ."																											
" It is clean, decorated in boutique style, very relaxing, and has helpful staff ."																											
" It is in a great location, the staff is always alert and courteous, the rooms are clean, the morning coffee and biscotti are a nice touch, the happy hour is a PLUS, and the price is right  !"																											
" It is in a really good position, is not too large, and the staff are really helpful, and, contrary to what we expected on visiting America for the first time, are not waiting around for tips all the time !"																											
" It represents value for money, the rooms and bathrooms were impeccably clean, fresh linen daily, and the staff extremely helpful and friendly ."																											
" It was a lovely hotel and the front desk staff was so warm and welcoming to us as we arrived, , tired and still on NY time ."																											
" It was great ,  very pretty, clean, nice staff, great wine hour every evening ."																											
" It's modern, clean, efficient, comfortable, and professionally run with courteous staff ."																											
" I've tried 4 or 5 of the local recommended restaurants, and the staff definitely knows what the area has to offer ."																											
" Jorge was extremely friendly and helpful, but the rest of the staff was less animated and warm ."																											
" location, friendly staff, beautiful rooms and comfy beds ."																											
" Lunch time staff were miserable and in the evening we did not book so had ages to wait for a table, crowded and noisy ."																											
" More intimate, close personal attention from the staff and exceptionally clean rooms ."																											
 My husband mentioned to the front desk staff that it would have been appreciated if someone had told us about the renovations when we made our reservation or at check in and was told that the hotel manager set the policy that the staff was to not tell guests .																											
" No mention of the lies, arrogance and ‘up you attitude’ of some of the staff then ?"																											
" One morning I overheard people booking in experiencing similar difficluties and a staff member trying to be helpful, I offered some assistance and we were told by him that since Best Western shifted its booking facility offshore there's nothing that Tuscan Inn staff can do to help guests ."																											
 One of the friendliest desk concierge staffs I've encountered   .																											
" Other than that it was a pleasant stay, the room was clean, our bed was really comfortable and the reception staff were friendly ."																											
" Our reservations were completely wrong and staff were clueless, so I thought, until further inquiries proved that they were lying through their teeth ."																											
" Our room was large and comfortable, and the staff was top, notch   ."																											
 Our rooms were so much nicer then we expected and the staff was friendly and helpful .																											
" Right from checking in, the staff was unbelievable !"																											
" Rooms are small but tastefully done, very clean and the staff friendly and helpful ."																											
 So I had problems with the check in and check out staff  .																											
 Staff accommodating and friendly .																											
Very Nice Hotel Very Bad Staff .																											
Great Location horrible staff .																											
"Great Facility and Location ,  So, So Staff ."																											
 Hotel staff was friendly and helpful .																											
The hotel staff are really friendly .																											
Great Hotel Very Friendly Staff .																											
