phrase_line_number,microsoft_id
10059,1451709
10065,1451722
10070,2030916
10076,2030876
10082,516070
10088,516184
10093,670903
10101,670585
10109,3413790
10113,3413772
10116,2605131
10120,2605065
10124,2157386
10128,2157356
10131,3368636
10142,3368671
10153,3363503
10156,3363476
10161,1670090
10163,1670141
10166,2359373
10169,2359454
10171,617272
10174,617129
10177,2874755
10180,2874734
10184,499144
10187,499197
10190,3198727
10196,3198674
10201,769313
10205,769454
10210,2586306
10218,2586687
10224,2627558
10225,2627665
10227,14610
10232,14656
10234,1512543
10241,1512569
10247,174279
10251,174482
10253,2613351
10257,2613442
10262,2226521
10267,2226544
10273,330590
10278,330561
10284,1448384
10288,1448455
10293,364462
10298,364510
10307,899532
10313,899513
10318,2565152
10323,2565186
10329,3122956
10336,3123183
10342,1912659
10348,1912526
10355,987313
10358,987026
10361,1840733
10368,1840987
10374,853142
10383,853125
10391,1964852
10393,1964543
10396,1197054
10400,1196966
10403,3159764
10408,3159741
10414,941632
10419,941989
10423,2427943
10427,2427904
10432,1118041
10438,1117981
10444,3310301
10451,3310210
10457,1611583
10463,1611548
10468,2011668
10473,2011806
10479,867353
10484,867420
10488,1641945
10490,1642240
10491,276533
10497,276461
10503,3117712
10510,3117462
10515,3289883
10520,3289845
10525,637047
10529,636631
10535,1151064
10537,1151081
10541,2944743
10551,2944909
10558,3122364
10562,3122262
10565,2948400
10569,2948273
10572,1708624
10578,1708562
10585,1496702
10593,1496674
10599,737893
10600,737776
10601,3111198
10607,3111209
10612,386400
10615,386461
10620,2130580
10629,2130592
10638,1419079
10642,1418712
10645,1483520
10648,1483646
10650,1590814
10654,1590976
10661,3436605
10665,3436675
10669,1549634
10673,1549576
10677,2465280
10683,2465088
10687,1428179
10692,1428273
10697,1112037
10704,1111841
10711,1419980
10714,1420305
10717,1957182
10723,1957155
10728,233102
10732,232964
10738,1463764
10743,1463865
10750,427090
10755,427141
10761,2112329
10763,2112377
10766,2746747
10771,2746898
10779,251333
10786,251101
10792,1900475
10797,1900613
10802,63398
10805,63309
10808,447341
10812,447413
10816,2799036
10819,2799108
10824,3443605
10828,3443540
10833,2426916
10837,2427018
10840,2397052
10846,2397452
10851,454259
10856,454303
10861,3280084
10871,3280180
10880,1499455
10883,1499343
10888,716902
10890,716604
10892,1670781
10895,1670669
10897,912454
10901,912640
10906,1917207
10913,1917187
10920,2095781
10927,2095812
10934,2136244
10942,2136052
10948,702876
10952,702977
10956,1330381
10959,1330521
10962,1236820
10965,1236712
10968,738533
10975,737951
10985,579975
10987,579810
10990,1355540
10996,1355592
11001,1464126
11006,1464107
11013,771416
11020,771467
11027,2150265
11035,2150184
11043,1284150
11052,1284173
11063,3270389
11068,3270327
11073,2294059
11075,2294112
11078,1321918
11080,1321644
11083,1239046
11089,1239031
11092,2907515
11096,2907224
11099,105493
11102,105432
11107,1989515
11109,1989458
11111,14663
11117,14617
11122,1692902
11125,1692851
11126,3089434
11129,3089441
11131,2538111
11134,2538021
11136,1341941
11141,1341915
11144,374967
11153,375017
11162,1356545
11167,1356676
11171,921159
11177,921272
11181,740726
11184,739960
11188,1041293
11191,1041421
11194,2630545
11199,2630577
11208,1014977
11213,1014962
11218,3039165
11220,3039036
11222,2674986
11226,2674800
11230,2193346
11236,2193362
11241,149798
11245,149596
11248,426112
11250,426210
11252,213302
11257,213135
11264,3035675
11269,3035707
11273,622300
11277,622384
11281,1097577
11286,1097664
11293,423245
11298,423228
11303,1336931
11306,1336883
11309,2208366
11314,2208492
11319,2405153
11321,2405189
11323,1641162
11329,1641062
11336,244062
11341,243899
11346,1439663
11350,1439808
11354,2070455
11356,2070493
11359,1996069
11364,1996101
11369,23807
11371,23792
11375,3147370
11379,3147525
11386,1211287
11394,1210972
11401,3300040
11408,3299992
11416,2512758
11424,2512692
11431,3257588
11436,3257537
11441,2560856
11446,2560808
11451,2728434
11457,2728420
11463,3277643
11471,3277659
11478,2621134
11484,2621174
11488,2529661
11492,2529575
11496,304482
11503,304430
11510,224868
11512,225233
11516,129193
11522,129302
11527,2843951
11531,2843930
11535,1685339
11537,1685429
11541,2624848
11550,2624568
11556,2293340
11560,2293455
11563,2750203
11566,2750153
11568,1946553
11572,1946598
11577,2216702
11580,2216672
11583,742090
11587,742015
11591,1795859
11596,1795818
11601,2592956
11610,2592914
11618,2845442
11624,2845257
11631,758342
11635,758501
11639,1465425
11645,1464865
11649,1168132
11657,1167672
11666,1634651
11670,1634798
11675,2189818
11684,2189911
11692,995311
11699,995560
11704,14874
11707,14831
11709,1967578
11713,1967664
11717,317570
11725,317290
11730,2047034
11737,2046820
11742,84518
11746,84541
11750,2046630
11757,2046644
11765,2521336
11769,2521360
11773,3264615
11779,3264641
11786,262374
11790,262921
11794,2939925
11799,2939981
11805,2031076
11808,2031038
11810,27639
11813,27668
11816,1909408
11821,1909429
11825,3034583
11831,3034604
11837,1257820
11841,1257777
11845,2706551
11847,2706185
11850,813945
11854,813925
11859,2851677
11865,2851855
11869,895812
11873,895754
11877,2534473
11878,2534504
11879,3285348
11882,3285324
11887,424071
11896,424093
11901,2404345
11904,2404222
11908,2485432
11910,2485492
11912,981097
11920,981018
11926,2607361
11929,2607320
11933,218896
11937,219064
11941,313947
11946,313222
11950,434842
11954,434929
11958,2895172
11964,2895264
11969,386627
11972,386521
11976,3440566
11977,3440416
11978,853127
11982,853144
11987,1053869
11993,1053207
12001,1026659
12007,1026185
12013,1341925
12016,1342201
12019,2663667
12024,2663623
12029,2305924
12036,2305736
12044,960466
12049,960881
12055,129995
12061,129864
12067,356759
12072,356778
12078,2949437
12082,2949407
12086,3088078
12094,3087945
12103,1032643
12104,1032617
12107,1750630
12109,1750716
12110,2891280
12116,2891366
12123,2866295
12127,2866282
12132,822517
12136,822439
12142,1502941
12152,1502927
12159,1243593
12162,1243934
12165,221462
12171,221512
12177,2451691
12184,2451742
12190,2282608
12195,2282544
12199,379724
12203,379692
12207,1156575
12214,1156706
12221,2745055
12225,2745022
12229,3403347
12231,3403527
12233,2037906
12237,2038005
12241,698720
12247,698772
12253,2359387
12257,2359457
12261,2403178
12265,2403100
12270,2205838
12275,2205858
12279,1669602
12285,1669461
12289,919801
12295,919939
12301,578807
12308,578726
12314,3277653
12319,3277637
12321,661322
12325,661390
12328,1200470
12333,1200432
12336,1941701
12345,1941639
12354,421009
12357,421091
12362,14485
12367,14516
12374,549014
12379,549093
12387,3326623
12393,3326701
12395,1106490
12402,1106299
12410,607219
12413,607092
12417,3092593
12421,3092563
12426,1755505
12429,1755464
12431,2015140
12440,2014900
12449,1449187
12453,1449290
12458,1988626
12462,1988386
12466,844524
12470,844667
12473,1860173
12478,1860195
12485,1609290
12492,1609098
12502,2746028
12504,2746125
12508,1917187
12515,1917262
12520,1102668
12525,1102548
12530,374264
12534,374624
12538,1597193
12543,1597119
12547,1469800
12549,1469789
12553,2206809
12555,2206624
12557,1970041
12566,1969914
12575,20917
12581,20853
12588,2758944
12593,2758975
12595,375678
12597,375561
12600,1122033
12605,1122090
12610,1600347
12613,1600451
12614,2081769
12620,2081787
12625,1815004
12628,1815055
12630,707747
12634,707671
12637,1705771
12642,1705922
12645,716883
12647,716599
12649,516719
12651,516884
12652,3020180
12656,3020057
12660,1694765
12667,1694755
12673,516797
12678,516591
12682,2195720
12689,2195935
12695,1971109
12698,1970905
12702,512669
12705,512160
12711,2362699
12713,2362767
12716,1396775
12718,1396739
12722,1828398
12731,1828187
12738,2221864
12741,2221924
12747,171025
12751,171076
12757,921290
12768,921224
12777,2129222
12780,2128773
12784,3214358
12787,3214672
12789,2976142
12793,2976104
12796,374383
12801,374044
12805,2820522
12807,2820367
12809,2733221
12814,2733357
12818,1711097
12824,1711149
12829,2806874
12833,2806929
12840,1075019
12843,1075000
12846,403037
12854,402971
12863,2706183
12867,2706157
12870,3419852
12877,3419777
12884,3438803
12891,3438780
12898,2068941
12905,2068953
12912,1513487
12916,1513246
12920,3017237
12926,3017177
12930,2852816
12935,2852668
12940,2173504
12950,2173632
12958,1423378
12960,1423284
12962,811375
12968,811232
12974,2413690
12976,2413644
12979,2121942
12982,2121914
12984,3207268
12988,3207178
12993,2186840
12999,2186895
13005,519554
13009,519592
13012,563634
13020,563375
13028,1895295
13036,1895167
13043,243946
13047,243684
13050,2158059
13057,2158105
13063,86007
13067,86373
13071,3214303
13079,3214275
13085,1211461
13090,1211115
13096,2359454
13098,2359412
13101,2396334
13106,2396148
13110,2086276
13113,2086477
13117,381187
13124,381127
13130,3133311
13136,3133486
13141,4155
13145,4143
13149,1602860
13151,1602844
13154,1410958
13157,1410938
13160,1880897
13164,1880746
13168,1201306
13172,1201329
13175,426940
13177,426546
13179,2377834
13182,2377805
13186,1789339
13193,1789525
13200,2136052
13206,2136150
13214,2778138
13217,2777737
13219,2232493
13224,2232381
13231,3153774
13237,3153722
13243,3093840
13246,3093801
13249,436562
13255,435307
13261,2770513
13264,2770488
13267,840255
13273,840252
13277,833170
13284,833200
13289,423224
13292,423238
13293,1438666
13297,1438643
13302,1454800
13310,1454816
13318,1834832
13324,1834844
13330,1112726
13335,1112799
13339,1745242
13342,1745319
13344,3261484
13349,3261306
13353,1277539
13355,1277527
13361,3329063
13365,3328961
13369,1240324
13374,1240337
13377,2933398
13384,2933345
13392,3035788
13397,3035918
13402,545820
13403,545924
13406,3375314
13411,3375284
13416,490481
13422,490000
13428,767107
13433,767069
13437,2168292
13446,2168033
13455,2745018
13460,2745058
13464,283615
13470,283692
13476,2108841
13484,2108868
13493,1355591
13502,1355674
13510,2106411
13516,2106397
13522,121265
13525,121424
13528,1438940
13538,1438953
13549,3046488
13550,3046824
13551,86020
13555,86007
13559,2264198
13561,2264212
13564,3446507
13568,3446446
13572,2816735
13578,2816723
13582,3236313
13588,3236263
13594,185929
13599,186026
13604,2587263
13608,2587322
13612,1071229
13617,1071350
13622,2268396
13624,2268480
13627,612073
13630,612012
13633,448932
13634,449039
13636,2190158
13641,2190221
13647,1908453
13649,1908347
13651,432251
13655,432116
13659,1908277
13663,1908617
13665,1534422
13669,1534369
13673,1372366
13679,1372589
13684,1480802
13694,1481397
13704,1491648
13707,1491625
13710,2895263
13715,2895171
13719,864148
13723,863719
13727,953485
13733,953537
13738,239902
13742,239998
13744,1618493
13746,1618463
13749,2250458
13757,2250584
13761,3238456
13763,3238508
13766,3306448
13773,3306659
13782,2610846
13787,2610727
13793,1793557
13798,1793618
13804,886618
13807,886456
13810,2754612
13814,2754633
13818,153199
13823,153213
13831,2444519
13835,2444508
13839,2398178
13842,2398195
13848,1332049
13852,1331979
13857,516583
13860,516789
13864,2077064
13870,2077087
13875,395858
13878,396195
13882,425412
13885,425310
13889,2264210
13896,2264194
13903,1643239
13911,1643042
13921,2330167
13925,2330142
13928,2030917
13934,2030877
13940,2011783
13945,2011647
13950,754162
13958,753958
13967,232430
13971,232714
13974,2759168
13981,2759156
13987,2524160
13992,2524303
13996,2007711
14001,2007677
14006,1297519
14012,1297825
14018,1909555
14024,1909331
14030,588637
14034,588864
14038,2668688
14043,2668644
14053,1851377
14057,1851386
14061,1641980
14066,1642291
14071,1756329
14074,1756394
14076,299689
14079,299752
14082,3118600
14089,3118635
14095,1673112
14098,1673068
14103,3127902
14109,3127435
14116,1093844
14120,1093616
14125,3142048
14130,3142198
14133,967485
14140,967554
14149,2357324
14151,2357271
14152,47037
14157,47072
14162,1964547
14167,1964856
14174,1149319
14179,1149377
14185,1591361
14188,1591597
14191,2568019
14194,2567975
14197,2375172
14204,2375137
14210,780408
14215,780363
14220,1278159
14225,1278426
14230,2715952
14234,2715935
14239,2555777
14244,2555594
14248,1629945
14254,1629901
14260,821523
14261,821385
14265,2555766
14271,2555591
14278,1979300
14280,1979257
14283,3292858
14289,3292499
14296,725414
14300,725148
14304,1315389
14312,1315289
14318,2467980
14324,2467938
14328,1272006
14334,1271919
14339,2304696
14344,2304863
14350,1737201
14353,1737431
14357,2383164
14363,2382951
14367,1547970
14374,1548372
14381,1952106
14387,1951806
14391,2727208
14400,2727256
14410,1179259
14412,1179239
14414,758187
14416,758048
14419,1934902
14421,1935161
14424,1057430
14429,1057549
14434,2734407
14438,2734397
14443,1017924
14446,1017812
14451,2577533
14460,2577526
14470,2820354
14476,2820518
14483,758287
14488,758501
14492,2531749
14498,2531607
14505,3010293
14509,3010036
14513,3180014
14519,3179967
14523,1640498
14528,1640420
14533,1106648
14536,1106676
14538,1278202
14546,1278372
14553,726966
14559,726945
14566,530989
14569,530791
14574,2733774
14577,2733758
14582,1758040
14589,1758028
14597,2638861
14601,2638982
14606,3424957
14613,3425063
14619,775197
14625,775031
14631,1939247
14634,1939420
14637,2209500
14644,2209461
14649,2495223
14652,2495307
14654,424839
14658,424933
14661,941674
14665,941618
14668,1254185
14671,1254350
14672,2198929
14676,2198650
14680,2820268
14683,2820184
14686,469248
14691,469124
14696,2141596
14698,2141567
14700,55187
14703,54831
14708,3232514
14713,3232502
14717,784095
14721,784495
14725,679580
14729,679663
14733,1860195
14740,1860074
14745,2875204
14748,2875289
14750,1467440
14757,1467475
14762,1966117
14766,1966021
14768,153219
14770,153202
14773,1317197
14777,1317098
14783,598388
14786,598429
14789,1857283
14792,1857419
14797,1402178
14805,1402015
14817,427232
14822,427141
14828,1990975
14835,1991132
14839,218969
14845,218921
14852,3035805
14858,3035933
14864,2920008
14867,2920256
14872,2204353
14875,2204418
14884,887074
14890,886949
14894,60122
14900,60445
14906,419328
14912,419467
14918,895046
14919,895020
14920,2953368
14926,2953320
14932,2412871
14936,2412758
14940,961836
14943,962243
14948,2192289
14954,2192322
14960,1660835
14964,1660765
14968,1167817
14973,1167737
14977,1720166
14988,1720115
14994,1901066
14999,1900994
15005,2573262
15008,2573319
15012,358545
15018,358607
15021,424643
15028,424716
15036,229248
15039,228887
15042,2181021
15046,2180960
15052,1050857
15058,1050763
15065,1238193
15066,1238167
15067,2042707
15069,2042682
15071,2221460
15076,2221621
15081,2254053
15087,2254016
15092,1012075
15095,1012032
15096,1090099
15100,1090192
15103,1410935
15110,1410955
15116,2109569
15121,2109788
15126,1729705
15130,1729745
15134,2225692
15139,2225652
15143,1921888
15150,1921873
15155,182373
15158,182570
15160,1082201
15167,1082171
15173,524455
15181,524526
15190,2082864
15194,2083180
15195,1678989
15200,1678913
15204,2251019
15207,2251007
15210,2738677
15215,2738741
15219,549224
15224,549434
15228,3050823
15233,3051282
15238,3275436
15242,3275564
15247,2724082
15250,2724346
15254,1499622
15258,1499552
15262,912352
15268,912568
15272,1638813
15275,1639087
15279,2594771
15282,2594835
15284,1602801
15290,1602232
15295,1605350
15301,1605425
15308,2494149
15317,2494073
15327,3416793
15335,3416659
15343,1703383
15346,1703476
15349,2767189
15353,2767088
15358,3023029
15362,3023229
15367,497592
15374,497567
15379,2222013
15382,2222000
15386,556817
15393,556894
15399,2081069
15404,2081132
15409,52697
15414,52210
15419,1821953
15424,1822072
15429,1910298
15432,1910189
15437,1084673
15441,1084603
15445,386392
15450,386453
15455,1125577
15458,1125579
15462,1351550
15464,1351155
15467,1784357
15471,1784427
15475,981185
15478,981234
15481,2733361
15487,2733225
15493,1924249
15501,1924200
15511,655498
15518,655391
15523,1814559
15529,1814485
15535,2677870
15540,2677957
15545,533823
15547,533909
15549,1141165
15554,1141074
15558,581592
15560,581570
15562,175648
15567,175674
15573,129988
15577,130086
15580,1650317
15586,1650169
15593,3015328
15595,3015421
15597,3175893
15601,3176113
15606,1497869
15612,1497957
15618,3047892
15625,3047936
15632,2728250
15636,2728424
15641,1721269
15645,1721439
15649,388283
15653,388371
15657,1006726
15660,1006791
15664,3388966
15671,3389018
15678,1741621
15683,1742071
15690,2241925
15695,2242066
15700,1603953
15704,1603866
15708,2573271
15712,2573289
15715,62712
15718,62605
15721,577830
15729,578527
15735,1793282
15741,1793115
15748,2796978
15754,2797024
15758,1958219
15760,1958344
15763,3349925
15767,3349953
15771,1551928
15776,1551941
15781,1369889
15785,1369743
15790,703785
15796,703995
15802,816836
15806,816862
15810,3254507
15813,3254576
15816,2486780
15822,2486826
15829,881910
15834,882010
15839,1023571
15843,1023460
15847,2122033
15854,2121806
15859,1859329
15863,1859352
15866,21117
15873,21294
15879,2029879
15882,2029809
15886,2886542
15891,2886524
15894,1570656
15899,1570634
15905,1106299
15913,1106238
15920,1702374
15927,1702510
15934,607862
15938,607926
15943,1742856
15949,1742961
15957,1946070
15958,1946095
15961,2905740
15966,2905779
15972,556729
15980,556771
15989,3009407
15995,3008992
16001,214550
16006,214034
16009,327839
16017,327748
16025,1369897
16029,1369750
16035,578529
16040,578450
16045,3088719
16049,3088344
16053,637875
16061,637821
16069,1587560
16074,1587910
16081,3224745
16083,3224869
16086,1657631
16089,1657617
16093,2330905
16097,2330778
16101,2516995
16108,2517032
16115,20860
16121,20886
16125,960865
16126,960919
16127,4544
16130,4728
16134,2217613
16138,2217659
16141,3057898
16145,3057973
16149,2052102
16158,2052009
16165,2025345
16172,2025384
16178,800170
16180,800387
16185,1114071
16191,1114169
16197,126756
16203,126728
16209,2826484
16217,2826474
16223,1311599
16229,1311475
16235,276585
16239,276121
16243,2123408
16246,2123821
16248,2809238
16253,2809225
16258,1642377
16260,1641945
16262,2208376
16267,2208198
16271,2510105
16277,2510295
16282,1980654
16288,1980641
16294,409061
16301,408834
16306,2614750
16308,2614861
16311,368268
16321,368013
16330,957412
16336,957368
16340,67647
16347,67568
16356,401776
16358,401856
16360,1093801
16362,1093505
16365,364285
16369,364510
16378,816362
16383,816340
16388,2444625
16391,2444663
16394,1636060
16399,1635946
16404,2907521
16409,2907231
16414,2045000
16422,2045542
16428,1128342
16432,1128293
16435,75607
16439,75647
16442,2494709
16447,2494434
16454,2331916
16459,2331805
16464,1630585
16471,1630657
16477,1149320
16483,1149378
16488,2566479
16490,2566562
16492,822726
16494,822816
16495,1363174
16498,1362840
16501,2635090
16507,2635234
16512,885963
16516,886113
16519,1367262
16526,1366598
16533,144649
16538,144855
16543,1311944
16548,1312142
16554,1904549
16556,1904949
16560,816832
16561,816868
16563,2480058
16571,2479942
16577,532804
16584,532661
16591,544327
16595,544219
16600,722149
16602,721936
16604,2123788
16610,2123881
16614,1959733
16619,1960031
16625,994934
16627,994692
16632,2500633
16636,2500732
16639,2828314
16642,2828036
16645,753887
16655,753925
16664,3320834
16668,3320891
16672,98431
16673,98656
16674,1888279
16676,1887736
16679,3179086
16683,3179247
16687,1606495
16691,1606619
16696,2426433
16698,2426378
16701,3049097
16706,3049174
16710,1729777
16718,1729703
16725,1144181
16728,1144125
16733,2009781
16740,2009643
16747,1657933
16753,1657875
16761,1550897
16768,1550977
16774,908371
16776,908485
16778,390669
16781,390518
16786,1786751
16790,1786721
16794,2396402
16795,2396167
16796,2224083
16803,2223824
16810,3331063
16813,3330996
16816,2594785
16823,2594802
16827,2560775
16835,2560832
16841,2983733
16844,2983954
16848,3150046
16850,3150090
16855,1330508
16860,1330636
16863,799342
16868,799270
16873,1257219
16876,1257412
16880,430306
16883,430336
16887,3256259
16890,3256410
16895,1549140
16898,1549120
16901,1267764
16905,1267499
16909,622377
16915,622296
16920,544218
16925,544326
16931,851920
16934,851911
16937,862717
16945,862805
16952,14644
16959,14613
16966,578442
16971,577829
16979,1352610
16983,1352741
16985,1467373
16990,1467347
16994,1518091
16996,1518014
16999,2704026
17006,2704076
17013,2769016
17016,2768961
17019,2496469
17023,2496417
17027,2423623
17030,2423339
17033,3128487
17037,3128434
17043,707975
17048,708028
17052,3249070
17055,3249202
17059,2857105
17067,2857138
17074,2820573
17078,2820684
17081,3070940
17087,3070964
17093,1390306
17095,1390412
17098,673713
17104,673486
17109,3427259
17112,3427317
17114,3084554
17121,3084612
17126,315647
17133,315778
17139,1230161
17145,1230113
17148,1929473
17150,1929176
17153,1737570
17156,1737431
17160,2706240
17165,2706190
17169,3428298
17171,3428362
17174,668141
17179,667980
17183,1995509
17187,1995537
17191,2523564
17197,2523358
17202,2775381
17214,2775426
17226,2302811
17230,2302908
17234,2079200
17240,2079131
17244,654098
17249,654044
17253,3261219
17260,3261244
17268,2019822
17273,2020185
17278,421947
17283,422075
17288,818091
17293,817811
17297,2396793
17303,2396890
17309,1622561
17317,1622311
17324,577957
17329,577843
17334,142709
17339,142846
17344,1257760
17348,1257788
17353,3223910
17358,3223849
17364,1000821
17371,1000957
17377,1580638
17383,1580663
17390,3413305
17395,3413321
17397,2980753
17401,2980614
17407,672171
17411,672222
17416,274160
17420,274343
17424,1809428
17430,1809439
17436,1674771
17440,1674720
17443,2570300
17445,2570358
17447,1528193
17451,1528083
17454,960580
17458,960694
17462,2748287
17466,2748550
17471,667083
17476,666922
17483,264662
17489,264632
17495,2046156
17502,2046137
17509,2854798
17514,2854832
17517,232420
17524,232708
17531,2046138
17536,2046157
17540,1113463
17546,1113352
17551,1152748
17555,1152795
17560,1987927
17564,1987906
17568,956277
17572,956502
17576,1570830
17579,1570961
17583,142204
17586,141852
17589,3394891
17592,3394775
17595,3020795
17599,3020597
17601,1640881
17607,1640785
17614,2257252
17622,2257160
17630,3270373
17631,3270399
17633,27707
17638,27662
17645,711058
17652,711195
17659,2046157
17663,2046255
17668,1463866
17673,1463765
17678,2569220
17681,2569234
17685,2741792
17690,2741869
17694,3137958
17699,3137987
17705,1615721
17708,1615625
17711,2644062
17716,2644100
17721,2391429
17726,2391569
17732,1479614
17737,1479631
17741,2377287
17745,2377246
17751,424702
17758,424628
17765,263690
17768,263819
17771,283751
17774,283290
17778,2475154
17782,2475032
17787,629327
17791,628977
17794,2517014
17800,2516995
17807,2931868
17809,2932271
17813,1777329
17817,1777407
17821,1330643
17823,1330622
17825,2830598
17829,2830310
17835,1850025
17839,1850312
17843,1051289
17846,1050975
17848,3111452
17854,3111428
17860,2950523
17866,2950560
17872,2555597
17878,2555783
17887,1637180
17893,1637269
17900,593262
17904,593254
17908,1762550
17910,1762497
17914,571118
17918,571179
17924,2650998
17933,2650889
17940,614859
17946,614815
17954,1336938
17960,1337021
17965,666922
17972,666899
17977,2052012
17982,2052105
17988,2090911
17994,2091154
17999,2965621
18000,2965471
18002,2265271
18008,2265152
18015,2225652
18019,2225503
18023,3062202
18026,3062308
18029,2911413
18031,2911040
18034,3119492
18038,3119462
18041,2155514
18046,2155377
18051,1649586
18055,1649681
18060,1022631
18064,1022710
18068,516067
18071,515977
18074,66486
18080,66500
18087,1552068
18092,1551928
18097,1770700
18103,1770742
18108,936978
18110,937500
18112,2467891
18115,2467898
18117,424456
18121,424522
18125,1379534
18128,1379472
18130,212678
18134,212621
18140,1965766
18144,1965716
18147,126740
18156,127044
18160,3003536
18166,3003613
18172,2343284
18179,2343320
18187,221463
18190,221513
18193,618387
18198,618228
18204,263752
18208,263690
18211,2313849
18215,2313797
18218,54528
18225,54500
18231,2395061
18233,2394939
18235,3034529
18237,3034440
18240,3200919
18243,3201393
18246,3155022
18248,3154888
18251,2221876
18254,2221924
18260,455285
18265,455123
18270,2778966
18274,2779062
18278,536277
18282,536208
18286,2084866
18292,2084802
18297,2536322
18300,2536356
18302,146126
18306,146291
18308,1430357
18312,1430425
18314,3039310
18320,3039413
18325,71282
18331,71506
18337,1355339
18341,1355163
18346,34513
18351,34742
18355,2198639
18362,2198910
18371,1317759
18376,1317853
18380,1114356
18383,1114165
18388,1973756
18391,1973638
18394,2063609
18402,2063635
18410,3128160
18414,3128278
18418,2159006
18421,2158955
18424,2560842
18427,2560784
18431,2287318
18434,2287402
18438,949672
18443,949874
18447,1346473
18452,1346394
18455,3079665
18457,3079690
18459,1128192
18464,1128199
18469,3437630
18475,3437425
18481,1613553
18485,1613472
18487,1219395
18492,1219620
18497,3223195
18501,3223214
18504,368067
18508,368018
18513,175943
18517,175919
18520,2271664
18522,2272487
18525,2210997
18528,2211155
18532,892628
18535,892971
18537,2280387
18543,2280353
18549,2331304
18554,2331918
18560,1048622
18566,1048759
18572,1851859
18575,1851814
18580,187187
18584,187147
18588,2580932
18596,2581102
18605,2229168
18607,2229224
18609,2170444
18614,2170659
18619,3120087
18627,3120252
18635,1223140
18636,1223201
18638,1072440
18642,1072674
18644,312456
18649,312396
18655,98432
18665,98657
18674,702468
18678,702500
18682,2664149
18689,2664187
18695,1805639
18698,1805436
18699,1017806
18704,1017918
18710,2564410
18715,2564005
18718,3039007
18723,3038845
18729,193958
18732,194062
18735,3104386
18738,3104362
18741,274461
18744,274830
18748,68016
18751,67933
18754,1473646
18757,1473505
18760,1410941
18764,1410923
18767,927430
18771,927587
18774,1984639
18776,1984517
18779,1604530
18782,1604464
18785,2933717
18793,2933887
18801,1708040
18810,1708062
18819,2173122
18826,2173166
18830,2586233
18837,2586269
18844,130002
18846,129858
18849,1849905
18856,1849875
18863,2570236
18864,2570437
18866,1740656
18874,1740677
18883,2664492
18888,2664470
18892,1438505
18897,1438576
18902,1792303
18905,1792426
18909,1862940
18911,1862654
18912,2826660
18920,2826474
18926,2818052
18929,2817713
18931,3254694
18935,3254717
18938,68529
18943,68510
18947,2467993
18954,2467953
18960,1723132
18964,1723089
18967,2225543
18971,2225652
18975,1043105
18979,1042991
18982,3255083
18987,3255063
18991,3258350
18998,3258262
19004,2545545
19010,2545504
19019,502271
19024,502294
19028,440827
19032,440875
19036,3278429
19038,3278400
19040,2490131
19047,2490074
19054,2136148
19062,2136242
19069,881566
19075,881614
19082,654228
19087,654098
19092,871476
19093,871541
19095,3439709
19098,3439626
19101,383417
19104,383558
19107,2632317
19109,2632336
19111,3207860
19114,3207813
19119,2531741
19126,2531598
19134,2601356
19139,2601403
19144,2440086
19152,2440257
19159,727276
19163,727340
19167,1674733
19173,1674780
19181,2281835
19187,2281720
19193,2471258
19197,2471214
19204,1261116
19206,1261234
19209,2077719
19214,2077537
19219,3313145
19224,3313172
19229,1183958
19233,1183917
19237,259814
19241,260052
19246,1860590
19247,1860965
19249,3217914
19252,3217410
19255,899533
19257,899451
19258,330570
19268,330597
19277,1856517
19283,1856552
19289,2278050
19293,2278126
19297,184751
19300,184597
19305,2095800
19314,2095807
19322,2271486
19326,2271836
19330,2182211
19336,2182122
19344,3028143
19349,3028234
19353,758278
19355,758048
19358,303299
19360,303003
19363,2481604
19368,2481631
19373,3271454
19376,3271282
19380,3419298
19387,3419192
19394,778948
19399,779030
19405,2894851
19407,2894608
19411,126746
19416,126660
19421,1043007
19425,1043209
19429,652661
19430,652656
19432,1027118
19437,1027150
19441,1964152
19445,1964187
19448,1087515
19454,1087318
19459,2923683
19463,2923676
19467,2494381
19471,2494531
19475,1353189
19481,1353442
19487,2749322
19491,2749663
19496,881610
19504,881572
19512,14515
19515,14484
19519,1359554
19522,1359450
19526,3250031
19533,3250014
19540,2228736
19551,2228856
19563,1887655
19570,1887596
19577,516877
19581,516921
19586,2199099
19590,2199074
19591,2889005
19599,2888954
19607,556737
19615,556780
19623,1458108
19625,1458147
19627,1945484
19632,1945410
19636,1455958
19637,1455870
19639,3053745
19641,3053832
19643,2396937
19650,2396818
19655,99322
19661,99374
19666,2933343
19670,2933396
19677,1757060
19682,1756887
19686,159945
19689,160232
19694,1646691
19695,1646618
19697,1550880
19701,1551024
19706,1793615
19710,1793553
19714,2650436
19716,2650346
19720,3061131
19723,3061148
19727,2209389
19734,2209110
19741,417135
19744,417203
19746,698925
19755,698943
19761,859626
19763,859581
19765,1277527
19771,1277464
19773,3106460
19776,3106512
19779,3418000
19787,3417854
19797,430564
19804,430518
19809,2580937
19814,2580985
19820,57269
19828,57250
19836,1596229
19846,1596205
19855,349233
19859,349039
19864,2553320
19870,2553127
19876,3226418
19879,3226399
19882,1640769
19890,1640897
19896,3037382
19901,3037412
19907,671328
19910,671357
19914,635783
19918,635802
19923,570666
19926,570348
19928,2898434
19932,2898224
19935,2123259
19941,2123305
19945,1921868
19953,1921881
19959,14524
